,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
38667,26656,2019-05-19,13,Sunga Liso,3,114,342
38668,26656,2019-05-19,13,Sunga,2,100,200
38752,26710,2019-05-19,13,Camisa Estampa,2,113,226
38753,26710,2019-05-19,13,Sunga Listrado,2,114,228
38754,26710,2019-05-19,13,Terno Xadrez,2,709,1418
38755,26710,2019-05-19,13,Relógio Xadrez,2,214,428
38756,26710,2019-05-19,13,Camisa Gola V Liso,2,118,236
38788,26731,2019-05-19,13,Gorro Listrado,1,97,97
38789,26731,2019-05-19,13,Cueca Listrado,2,67,134
38790,26731,2019-05-19,13,Tênis Estampa,4,256,1024
38821,26755,2019-05-19,13,Short,5,90,450
38860,26788,2019-05-19,13,Camisa Linho,1,141,141
38861,26788,2019-05-19,13,Polo Linho,3,176,528
38900,26821,2019-05-19,13,Sapato,3,350,1050
