,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
71633,49651,2019-09-13,13,Meia Liso,2,38,76
71634,49651,2019-09-13,13,Bermuda Listrado,3,163,489
71665,49678,2019-09-13,13,Gorro Xadrez,2,85,170
71706,49704,2019-09-13,13,Mochila Listrado,2,275,550
71707,49704,2019-09-13,13,Terno Linho,3,750,2250
71762,49752,2019-09-13,13,Calça Listrado,2,181,362
71820,49798,2019-09-13,13,Relógio Linho,3,240,720
71821,49798,2019-09-13,13,Pulseira Listrado,1,79,79
71822,49798,2019-09-13,13,Gorro Listrado,2,97,194
71830,49805,2019-09-13,13,Camisa Xadrez,3,105,315
71831,49805,2019-09-13,13,Bermuda Estampa,3,169,507
71832,49805,2019-09-13,13,Camisa Gola V Liso,2,118,236
71833,49805,2019-09-13,13,Meia Estampa,1,50,50
71834,49805,2019-09-13,13,Polo Xadrez,3,142,426
71883,49840,2019-09-13,13,Cueca Listrado,1,67,67
71884,49840,2019-09-13,13,Calça,1,170,170
71885,49840,2019-09-13,13,Terno,2,700,1400
71886,49840,2019-09-13,13,Cinto Linho,2,248,496
71893,49848,2019-09-13,13,Gorro,3,80,240
71894,49848,2019-09-13,13,Relógio Estampa,5,219,1095
