,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
29921,20613,2019-04-18,13,Terno Liso,2,720,1440
29922,20613,2019-04-18,13,Cueca Linho,4,93,372
29923,20614,2019-04-18,13,Relógio Listrado,1,218,218
29985,20660,2019-04-18,13,Mochila Listrado,3,275,825
29986,20660,2019-04-18,13,Terno,1,700,700
29987,20660,2019-04-18,13,Cueca,3,50,150
30021,20686,2019-04-18,13,Chinelo Linho,1,105,105
30034,20698,2019-04-18,13,Polo Estampa,1,138,138
30035,20698,2019-04-18,13,Sapato Xadrez,2,368,736
30092,20734,2019-04-18,13,Camisa Listrado,3,108,324
30093,20734,2019-04-18,13,Bermuda Listrado,5,163,815
