,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
57026,39404,2019-07-23,13,Cinto Estampa,3,209,627
57027,39404,2019-07-23,13,Sunga Listrado,1,114,114
57028,39404,2019-07-23,13,Camiseta Xadrez,2,200,400
57047,39426,2019-07-23,13,Camisa Gola V Estampa,3,118,354
57048,39426,2019-07-23,13,Sapato Liso,3,368,1104
57071,39441,2019-07-23,13,Gorro,1,80,80
57078,39448,2019-07-23,13,Calça Xadrez,1,185,185
57079,39448,2019-07-23,13,Camisa Estampa,2,113,226
57145,39490,2019-07-23,13,Calça Xadrez,1,185,185
57146,39490,2019-07-23,13,Sunga Estampa,1,120,120
57195,39523,2019-07-23,13,Casaco Linho,4,299,1196
57225,39543,2019-07-23,13,Gorro Xadrez,1,85,85
