,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
77277,53581,2019-10-03,13,Terno,2,700,1400
77278,53581,2019-10-03,13,Cinto Linho,2,248,496
77324,53613,2019-10-03,13,Polo Liso,2,137,274
77331,53620,2019-10-03,13,Camisa Liso,2,105,210
77387,53662,2019-10-03,13,Casaco Estampa,1,256,256
77388,53662,2019-10-03,13,Chinelo Xadrez,2,66,132
77476,53735,2019-10-03,13,Chinelo Listrado,1,73,73
77477,53735,2019-10-03,13,Casaco Liso,3,255,765
77524,53771,2019-10-03,13,Polo Xadrez,1,142,142
77525,53771,2019-10-03,13,Terno Xadrez,2,709,1418
