,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
88002,60917,2019-11-10,13,Sunga Liso,1,114,114
88100,60982,2019-11-10,13,Camisa Xadrez,1,105,105
88101,60982,2019-11-10,13,Sapato,1,350,350
88103,60985,2019-11-10,13,Sunga Listrado,2,114,228
88104,60985,2019-11-10,13,Camiseta Estampa,4,196,784
88153,61014,2019-11-10,13,Calça Liso,3,190,570
88154,61014,2019-11-10,13,Gorro Linho,4,124,496
88155,61014,2019-11-10,13,Terno,1,700,700
88215,61044,2019-11-10,13,Polo Xadrez,1,142,142
88246,61069,2019-11-10,13,Camiseta Linho,1,223,223
88247,61069,2019-11-10,13,Calça Listrado,5,181,905
88248,61069,2019-11-10,13,Camisa Liso,5,105,525
