,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
81241,56403,2019-10-17,13,Gorro Liso,3,92,276
81278,56432,2019-10-17,13,Camisa Liso,1,105,105
81279,56432,2019-10-17,13,Short Liso,2,108,216
81303,56448,2019-10-17,13,Relógio Listrado,2,218,436
81304,56448,2019-10-17,13,Cueca,3,50,150
81305,56448,2019-10-17,13,Short Xadrez,3,100,300
81404,56511,2019-10-17,13,Relógio,1,200,200
81443,56533,2019-10-17,13,Pulseira Listrado,1,79,79
81477,56560,2019-10-17,13,Camisa Estampa,4,113,452
81478,56560,2019-10-17,13,Short Linho,1,133,133
