,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
20107,13863,2019-03-14,13,Polo Estampa,5,138,690
20108,13863,2019-03-14,13,Casaco Linho,2,299,598
20113,13866,2019-03-14,13,Chinelo Linho,1,105,105
20114,13866,2019-03-14,13,Sunga Listrado,1,114,114
20129,13877,2019-03-14,13,Mochila Liso,2,276,552
20130,13877,2019-03-14,13,Polo Liso,1,137,137
20131,13877,2019-03-14,13,Sunga Listrado,5,114,570
20156,13894,2019-03-14,13,Tênis Liso,2,266,532
20174,13907,2019-03-14,13,Sunga Xadrez,2,116,232
20197,13925,2019-03-14,13,Camisa Gola V Xadrez,4,107,428
20283,13989,2019-03-14,13,Sapato Xadrez,2,368,736
