,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
94768,65614,2019-12-04,14,Calça Linho,1,211,211
94769,65614,2019-12-04,14,Pulseira,2,70,140
94770,65614,2019-12-04,14,Pulseira Estampa,1,87,87
94824,65651,2019-12-04,14,Mochila Xadrez,2,283,566
94825,65651,2019-12-04,14,Cueca Liso,3,69,207
94917,65720,2019-12-04,14,Terno,4,700,2800
94918,65720,2019-12-04,14,Cinto Liso,1,209,209
94919,65720,2019-12-04,14,Terno Liso,1,720,720
94920,65720,2019-12-04,14,Casaco,2,250,500
94942,65735,2019-12-04,14,Bermuda Estampa,2,169,338
94943,65735,2019-12-04,14,Cueca Linho,1,93,93
