,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
24831,17164,2019-03-31,14,Bermuda Estampa,2,169,338
24832,17164,2019-03-31,14,Cinto Listrado,5,214,1070
24833,17164,2019-03-31,14,Bermuda Liso,1,157,157
24858,17183,2019-03-31,14,Sapato,1,350,350
24875,17200,2019-03-31,14,Terno,2,700,1400
24980,17283,2019-03-31,14,Bermuda,4,150,600
24981,17283,2019-03-31,14,Camisa Gola V Listrado,4,116,464
24988,17287,2019-03-31,14,Tênis Liso,1,266,266
24989,17287,2019-03-31,14,Tênis Liso,2,266,532
25005,17296,2019-03-31,14,Calça Xadrez,1,185,185
25006,17296,2019-03-31,14,Meia Listrado,2,37,74
25007,17296,2019-03-31,14,Sunga Liso,4,114,456
25008,17296,2019-03-31,14,Pulseira Listrado,1,79,79
25054,17325,2019-03-31,14,Chinelo Linho,2,105,210
25055,17325,2019-03-31,14,Camisa Gola V Liso,3,118,354
25085,17349,2019-03-31,14,Pulseira Linho,1,114,114
25098,17358,2019-03-31,14,Casaco Listrado,2,269,538
