,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
25404,17547,2019-04-02,14,Casaco,5,250,1250
25405,17547,2019-04-02,14,Tênis Xadrez,1,259,259
25427,17562,2019-04-02,14,Meia Xadrez,1,41,41
25428,17562,2019-04-02,14,Tênis Estampa,2,256,512
25429,17562,2019-04-02,14,Tênis Estampa,1,256,256
25430,17562,2019-04-02,14,Relógio Listrado,1,218,218
25431,17562,2019-04-02,14,Polo Linho,1,176,176
25432,17563,2019-04-02,14,Relógio Liso,5,216,1080
25468,17591,2019-04-02,14,Mochila Xadrez,1,283,283
25482,17599,2019-04-02,14,Short,1,90,90
25487,17601,2019-04-02,14,Tênis Linho,1,294,294
25493,17606,2019-04-02,14,Camisa Liso,1,105,105
25494,17606,2019-04-02,14,Terno Listrado,2,709,1418
25539,17635,2019-04-02,14,Pulseira,1,70,70
25540,17635,2019-04-02,14,Pulseira,3,70,210
25608,17684,2019-04-02,14,Sapato Linho,1,391,391
25609,17684,2019-04-02,14,Bermuda Xadrez,3,155,465
