,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
27385,18879,2019-04-09,14,Meia Estampa,3,50,150
27410,18896,2019-04-09,14,Camisa Gola V Listrado,5,116,580
27411,18896,2019-04-09,14,Camiseta Estampa,1,196,196
27458,18939,2019-04-09,14,Camisa Gola V Xadrez,2,107,214
27459,18939,2019-04-09,14,Tênis Liso,5,266,1330
27460,18939,2019-04-09,14,Relógio Xadrez,5,214,1070
27475,18948,2019-04-09,14,Relógio Xadrez,3,214,642
27484,18955,2019-04-09,14,Cueca Xadrez,2,60,120
27485,18955,2019-04-09,14,Mochila Linho,3,311,933
27492,18960,2019-04-09,14,Polo Listrado,2,149,298
27629,19060,2019-04-09,14,Polo Xadrez,1,142,142
27630,19060,2019-04-09,14,Relógio Linho,4,240,960
27631,19060,2019-04-09,14,Polo Liso,5,137,685
27632,19060,2019-04-09,14,Pulseira Liso,4,87,348
