,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
32750,22535,2019-04-28,14,Camisa Xadrez,1,105,105
32751,22535,2019-04-28,14,Sapato Listrado,1,363,363
32752,22535,2019-04-28,14,Chinelo Xadrez,2,66,132
32753,22535,2019-04-28,14,Pulseira Liso,2,87,174
32807,22583,2019-04-28,14,Casaco Xadrez,1,259,259
32827,22595,2019-04-28,14,Relógio,5,200,1000
32831,22598,2019-04-28,14,Camisa Gola V Estampa,2,118,236
32832,22598,2019-04-28,14,Calça Listrado,1,181,181
32851,22611,2019-04-28,14,Camisa Gola V Xadrez,1,107,107
32852,22611,2019-04-28,14,Camiseta,3,180,540
32890,22643,2019-04-28,14,Sunga Estampa,2,120,240
32914,22662,2019-04-28,14,Calça Listrado,4,181,724
32930,22675,2019-04-28,14,Tênis,3,250,750
32993,22721,2019-04-28,14,Camiseta Liso,4,187,748
32994,22721,2019-04-28,14,Relógio Estampa,2,219,438
