,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
27099,18675,2019-04-08,14,Bermuda,2,150,300
27100,18675,2019-04-08,14,Cinto Linho,5,248,1240
27114,18682,2019-04-08,14,Chinelo,3,60,180
27115,18682,2019-04-08,14,Camisa Gola V Linho,2,145,290
27186,18742,2019-04-08,14,Bermuda,1,150,150
27187,18742,2019-04-08,14,Cinto,1,200,200
27188,18742,2019-04-08,14,Gorro,5,80,400
27207,18756,2019-04-08,14,Mochila Estampa,3,277,831
27208,18756,2019-04-08,14,Sunga Linho,1,149,149
27271,18799,2019-04-08,14,Casaco Estampa,1,256,256
27272,18799,2019-04-08,14,Bermuda,3,150,450
27273,18799,2019-04-08,14,Casaco Estampa,3,256,768
