,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
91377,63261,2019-11-22,14,Mochila Linho,2,311,622
91378,63261,2019-11-22,14,Cueca Estampa,1,66,66
91379,63261,2019-11-22,14,Camiseta Estampa,2,196,392
91380,63261,2019-11-22,14,Sunga Estampa,1,120,120
91404,63282,2019-11-22,14,Sunga,3,100,300
91405,63282,2019-11-22,14,Cueca Xadrez,2,60,120
91430,63305,2019-11-22,14,Sapato Xadrez,2,368,736
91431,63305,2019-11-22,14,Chinelo Liso,2,71,142
91432,63305,2019-11-22,14,Short Liso,3,108,324
91433,63305,2019-11-22,14,Gorro,1,80,80
91434,63305,2019-11-22,14,Meia Listrado,1,37,37
91524,63366,2019-11-22,14,Sapato Linho,1,391,391
91525,63366,2019-11-22,14,Chinelo Estampa,1,74,74
91544,63383,2019-11-22,14,Camisa Gola V Estampa,1,118,118
91545,63383,2019-11-22,14,Mochila Linho,2,311,622
91546,63383,2019-11-22,14,Calça Xadrez,5,185,925
91547,63383,2019-11-22,14,Calça Listrado,4,181,724
91577,63402,2019-11-22,14,Cinto Liso,1,209,209
91586,63406,2019-11-22,14,Short Listrado,1,102,102
