,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
95411,66040,2019-12-06,14,Meia Linho,2,78,156
95412,66040,2019-12-06,14,Chinelo,1,60,60
95413,66040,2019-12-06,14,Pulseira Estampa,3,87,261
95449,66058,2019-12-06,14,Camiseta Estampa,2,196,392
95492,66085,2019-12-06,14,Camisa Listrado,5,108,540
95493,66086,2019-12-06,14,Camisa Xadrez,1,105,105
95494,66086,2019-12-06,14,Cueca Listrado,3,67,201
95524,66106,2019-12-06,14,Camisa Gola V Estampa,3,118,354
95525,66107,2019-12-06,14,Polo Liso,2,137,274
95526,66107,2019-12-06,14,Pulseira Listrado,3,79,237
95527,66107,2019-12-06,14,Camisa Linho,1,141,141
