,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
84349,58476,2019-10-28,14,Sapato,4,350,1400
84350,58476,2019-10-28,14,Casaco,1,250,250
84351,58476,2019-10-28,14,Polo Linho,1,176,176
84352,58476,2019-10-28,14,Terno Linho,5,750,3750
84353,58476,2019-10-28,14,Gorro,1,80,80
84354,58476,2019-10-28,14,Bermuda Linho,3,195,585
84389,58499,2019-10-28,14,Camisa Gola V Linho,5,145,725
84390,58499,2019-10-28,14,Sapato Linho,1,391,391
84475,58563,2019-10-28,14,Meia Linho,2,78,156
84493,58572,2019-10-28,14,Cueca Estampa,3,66,198
84494,58572,2019-10-28,14,Sapato Linho,3,391,1173
84511,58587,2019-10-28,14,Sapato Linho,3,391,1173
84594,58643,2019-10-28,14,Cueca Estampa,2,66,132
84595,58643,2019-10-28,14,Terno Estampa,4,706,2824
84596,58643,2019-10-28,14,Bermuda Estampa,4,169,676
