,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
84401,58511,2019-10-28,12,Mochila Xadrez,3,283,849
84485,58567,2019-10-28,12,Polo Xadrez,3,142,426
84486,58567,2019-10-28,12,Polo,1,130,130
84504,58584,2019-10-28,12,Calça,2,170,340
84505,58584,2019-10-28,12,Camiseta Liso,5,187,935
84506,58584,2019-10-28,12,Bermuda Linho,2,195,390
84548,58612,2019-10-28,12,Camiseta Linho,1,223,223
84549,58612,2019-10-28,12,Chinelo Liso,1,71,71
84550,58612,2019-10-28,12,Mochila Linho,1,311,311
84558,58616,2019-10-28,12,Camisa Estampa,1,113,113
