,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
75061,52025,2019-09-25,12,Cinto Estampa,1,209,209
75062,52025,2019-09-25,12,Mochila Liso,2,276,552
75063,52025,2019-09-25,12,Sapato Linho,1,391,391
75064,52025,2019-09-25,12,Bermuda Linho,3,195,585
75065,52025,2019-09-25,12,Camisa,2,100,200
75066,52025,2019-09-25,12,Short Xadrez,4,100,400
75067,52025,2019-09-25,12,Camisa Gola V Xadrez,5,107,535
75076,52029,2019-09-25,12,Short Linho,3,133,399
75077,52029,2019-09-25,12,Camisa Estampa,1,113,113
75078,52029,2019-09-25,12,Cinto Linho,1,248,248
75079,52029,2019-09-25,12,Sunga Linho,4,149,596
75087,52036,2019-09-25,12,Meia Listrado,5,37,185
75088,52036,2019-09-25,12,Sapato,3,350,1050
75089,52036,2019-09-25,12,Chinelo Linho,1,105,105
75124,52066,2019-09-25,12,Cueca Linho,1,93,93
75203,52125,2019-09-25,12,Cueca Listrado,1,67,67
75242,52154,2019-09-25,12,Camisa Gola V Estampa,2,118,236
75243,52154,2019-09-25,12,Bermuda Estampa,2,169,338
75244,52154,2019-09-25,12,Camisa Gola V Estampa,1,118,118
75249,52161,2019-09-25,12,Sunga Xadrez,2,116,232
75278,52182,2019-09-25,12,Terno Xadrez,2,709,1418
75279,52182,2019-09-25,12,Tênis Estampa,3,256,768
