,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
9050,6186,2019-02-03,12,Cinto Liso,1,209,209
9051,6186,2019-02-03,12,Relógio Xadrez,1,214,214
9053,6188,2019-02-03,12,Cinto Listrado,2,214,428
9054,6188,2019-02-03,12,Terno Linho,5,750,3750
9055,6188,2019-02-03,12,Pulseira Estampa,1,87,87
9060,6192,2019-02-03,12,Meia,3,30,90
9061,6192,2019-02-03,12,Camiseta Linho,1,223,223
9104,6226,2019-02-03,12,Mochila Liso,2,276,552
9105,6226,2019-02-03,12,Camiseta Xadrez,2,200,400
9106,6226,2019-02-03,12,Camisa Liso,2,105,210
9116,6234,2019-02-03,12,Chinelo Linho,3,105,315
9117,6234,2019-02-03,12,Cueca Xadrez,2,60,120
9118,6234,2019-02-03,12,Relógio Estampa,4,219,876
9133,6247,2019-02-03,12,Sapato Listrado,1,363,363
9134,6247,2019-02-03,12,Camisa,3,100,300
9135,6247,2019-02-03,12,Cinto Listrado,1,214,214
9136,6247,2019-02-03,12,Cinto Liso,1,209,209
9157,6264,2019-02-03,12,Bermuda Liso,3,157,471
9158,6264,2019-02-03,12,Calça Estampa,3,177,531
9175,6274,2019-02-03,12,Terno Estampa,3,706,2118
9176,6274,2019-02-03,12,Meia Linho,4,78,312
9297,6368,2019-02-03,12,Short Xadrez,1,100,100
