,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
41242,28407,2019-05-28,12,Relógio Listrado,3,218,654
41251,28414,2019-05-28,12,Tênis,2,250,500
41350,28479,2019-05-28,12,Calça Estampa,1,177,177
41351,28479,2019-05-28,12,Sunga Linho,2,149,298
41352,28479,2019-05-28,12,Relógio Liso,4,216,864
41411,28519,2019-05-28,12,Meia Xadrez,5,41,205
41439,28533,2019-05-28,12,Polo,1,130,130
41440,28533,2019-05-28,12,Camisa Gola V Estampa,3,118,354
41444,28537,2019-05-28,12,Short,3,90,270
41445,28537,2019-05-28,12,Camiseta Estampa,1,196,196
