,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
58672,40526,2019-07-29,12,Sapato Estampa,3,358,1074
58673,40526,2019-07-29,12,Gorro,2,80,160
58675,40528,2019-07-29,12,Cueca Liso,4,69,276
58706,40555,2019-07-29,12,Relógio Listrado,4,218,872
58707,40555,2019-07-29,12,Cinto Estampa,1,209,209
58708,40555,2019-07-29,12,Chinelo Liso,5,71,355
58717,40563,2019-07-29,12,Camisa Linho,1,141,141
58718,40563,2019-07-29,12,Camiseta Listrado,1,197,197
58736,40577,2019-07-29,12,Mochila Estampa,1,277,277
58737,40577,2019-07-29,12,Sunga Listrado,2,114,228
58738,40577,2019-07-29,12,Gorro Listrado,4,97,388
58739,40577,2019-07-29,12,Terno Liso,1,720,720
58740,40577,2019-07-29,12,Short Linho,3,133,399
58741,40577,2019-07-29,12,Casaco Liso,5,255,1275
58772,40596,2019-07-29,12,Relógio Estampa,2,219,438
58809,40629,2019-07-29,12,Bermuda Linho,2,195,390
58810,40629,2019-07-29,12,Camiseta,1,180,180
58848,40657,2019-07-29,12,Chinelo Liso,1,71,71
58849,40657,2019-07-29,12,Camisa Gola V,1,100,100
58850,40657,2019-07-29,12,Chinelo Estampa,3,74,222
58851,40659,2019-07-29,12,Casaco Xadrez,2,259,518
58852,40659,2019-07-29,12,Camiseta Xadrez,3,200,600
58854,40661,2019-07-29,12,Cinto Estampa,1,209,209
58855,40661,2019-07-29,12,Camisa Listrado,1,108,108
58888,40684,2019-07-29,12,Cueca Xadrez,2,60,120
58891,40687,2019-07-29,12,Tênis Estampa,3,256,768
58892,40687,2019-07-29,12,Terno,1,700,700
58893,40687,2019-07-29,12,Casaco,1,250,250
58894,40687,2019-07-29,12,Tênis Linho,2,294,588
58907,40696,2019-07-29,12,Pulseira,1,70,70
