,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
64622,44674,2019-08-19,12,Cinto Estampa,2,209,418
64681,44713,2019-08-19,12,Casaco Linho,2,299,598
64682,44713,2019-08-19,12,Calça,4,170,680
64683,44713,2019-08-19,12,Camisa Gola V Xadrez,2,107,214
64743,44762,2019-08-19,12,Cinto Linho,1,248,248
64744,44762,2019-08-19,12,Sunga Linho,2,149,298
64745,44762,2019-08-19,12,Polo Listrado,5,149,745
64793,44799,2019-08-19,12,Camiseta,3,180,540
64794,44799,2019-08-19,12,Tênis Xadrez,1,259,259
64795,44799,2019-08-19,12,Casaco Xadrez,3,259,777
64799,44803,2019-08-19,12,Pulseira Estampa,5,87,435
64800,44803,2019-08-19,12,Cinto Listrado,1,214,214
