,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
60153,41571,2019-08-03,20,Calça Xadrez,1,185,185
60154,41571,2019-08-03,20,Polo Xadrez,4,142,568
60309,41668,2019-08-03,20,Calça Xadrez,2,185,370
60310,41668,2019-08-03,20,Camisa Gola V Estampa,1,118,118
60311,41668,2019-08-03,20,Sunga Estampa,1,120,120
60330,41685,2019-08-03,20,Casaco Estampa,2,256,512
60331,41685,2019-08-03,20,Tênis,2,250,500
60332,41685,2019-08-03,20,Tênis Liso,2,266,532
60333,41686,2019-08-03,20,Bermuda Listrado,2,163,326
60334,41686,2019-08-03,20,Chinelo Listrado,4,73,292
60335,41686,2019-08-03,20,Camiseta,3,180,540
60342,41693,2019-08-03,20,Cinto Xadrez,2,215,430
60343,41693,2019-08-03,20,Gorro Liso,4,92,368
60344,41693,2019-08-03,20,Sunga Estampa,5,120,600
60345,41693,2019-08-03,20,Camiseta Listrado,1,197,197
60346,41693,2019-08-03,20,Camisa Gola V Xadrez,1,107,107
60347,41693,2019-08-03,20,Cueca Linho,1,93,93
60348,41694,2019-08-03,20,Camisa Linho,2,141,282
60349,41694,2019-08-03,20,Relógio Linho,1,240,240
