,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
86061,59634,2019-11-03,20,Pulseira Estampa,1,87,87
86062,59634,2019-11-03,20,Relógio Listrado,2,218,436
86063,59635,2019-11-03,20,Pulseira Liso,3,87,261
86064,59635,2019-11-03,20,Short Linho,2,133,266
86108,59663,2019-11-03,20,Tênis Linho,1,294,294
86109,59663,2019-11-03,20,Camiseta Liso,3,187,561
86165,59707,2019-11-03,20,Sunga Listrado,2,114,228
86166,59707,2019-11-03,20,Sapato Linho,5,391,1955
86172,59712,2019-11-03,20,Casaco Linho,1,299,299
86226,59748,2019-11-03,20,Short Linho,1,133,133
86232,59760,2019-11-03,20,Cinto Xadrez,1,215,215
86259,59780,2019-11-03,20,Gorro Estampa,2,93,186
86260,59780,2019-11-03,20,Camisa Gola V Listrado,1,116,116
86291,59800,2019-11-03,20,Cinto Liso,2,209,418
86292,59800,2019-11-03,20,Polo,1,130,130
