,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
87196,60359,2019-11-07,20,Tênis,5,250,1250
87220,60376,2019-11-07,20,Calça,1,170,170
87221,60377,2019-11-07,20,Gorro Estampa,3,93,279
87261,60414,2019-11-07,20,Bermuda Listrado,1,163,163
87262,60414,2019-11-07,20,Calça Liso,2,190,380
87273,60422,2019-11-07,20,Relógio Xadrez,1,214,214
87276,60426,2019-11-07,20,Camisa Linho,2,141,282
87277,60426,2019-11-07,20,Meia Xadrez,1,41,41
87278,60426,2019-11-07,20,Terno Xadrez,1,709,709
87296,60439,2019-11-07,20,Tênis Listrado,1,262,262
