,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
58117,40158,2019-07-27,20,Polo Linho,1,176,176
58118,40158,2019-07-27,20,Calça Listrado,4,181,724
58188,40199,2019-07-27,20,Short Xadrez,3,100,300
58218,40218,2019-07-27,20,Cinto Estampa,1,209,209
58248,40245,2019-07-27,20,Camisa Gola V Xadrez,2,107,214
58249,40245,2019-07-27,20,Casaco Liso,3,255,765
58250,40245,2019-07-27,20,Terno Estampa,1,706,706
58251,40245,2019-07-27,20,Sapato Listrado,4,363,1452
58265,40255,2019-07-27,20,Cueca Xadrez,4,60,240
58266,40255,2019-07-27,20,Calça Linho,3,211,633
58267,40255,2019-07-27,20,Sapato,1,350,350
58268,40255,2019-07-27,20,Tênis Estampa,1,256,256
58359,40328,2019-07-27,20,Sapato Liso,3,368,1104
58360,40328,2019-07-27,20,Camisa Liso,1,105,105
