,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
50241,34682,2019-06-29,20,Relógio Xadrez,3,214,642
50242,34682,2019-06-29,20,Casaco Estampa,3,256,768
50246,34684,2019-06-29,20,Short Estampa,2,96,192
50247,34684,2019-06-29,20,Relógio Listrado,1,218,218
50248,34684,2019-06-29,20,Sapato Xadrez,1,368,368
50249,34684,2019-06-29,20,Sapato Estampa,1,358,358
50287,34706,2019-06-29,20,Short Liso,2,108,216
50288,34707,2019-06-29,20,Cueca,5,50,250
50289,34707,2019-06-29,20,Camisa Gola V,5,100,500
50376,34768,2019-06-29,20,Cinto Estampa,1,209,209
50456,34814,2019-06-29,20,Casaco Estampa,2,256,512
