,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
29177,20118,2019-04-15,20,Chinelo Liso,5,71,355
29178,20118,2019-04-15,20,Chinelo Linho,2,105,210
29179,20118,2019-04-15,20,Pulseira Xadrez,1,87,87
29198,20127,2019-04-15,20,Bermuda Listrado,1,163,163
29199,20127,2019-04-15,20,Meia,1,30,30
29242,20157,2019-04-15,20,Meia Xadrez,2,41,82
29245,20159,2019-04-15,20,Gorro Listrado,3,97,291
29287,20183,2019-04-15,20,Relógio,2,200,400
29323,20204,2019-04-15,20,Terno Estampa,1,706,706
29324,20204,2019-04-15,20,Cueca Listrado,2,67,134
