,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
47999,33133,2019-06-21,20,Camisa Gola V,2,100,200
48000,33133,2019-06-21,20,Short,4,90,360
48001,33133,2019-06-21,20,Calça Liso,1,190,190
48017,33142,2019-06-21,20,Sapato Linho,5,391,1955
48040,33160,2019-06-21,20,Short Xadrez,1,100,100
48051,33170,2019-06-21,20,Sapato Linho,4,391,1564
48060,33176,2019-06-21,20,Terno Listrado,3,709,2127
48061,33176,2019-06-21,20,Relógio Liso,3,216,648
48062,33176,2019-06-21,20,Cueca Estampa,1,66,66
48063,33176,2019-06-21,20,Polo Liso,3,137,411
48064,33176,2019-06-21,20,Mochila,5,270,1350
48105,33200,2019-06-21,20,Tênis Xadrez,2,259,518
48108,33203,2019-06-21,20,Cueca Xadrez,3,60,180
48116,33207,2019-06-21,20,Mochila Xadrez,2,283,566
48200,33263,2019-06-21,20,Casaco Listrado,2,269,538
