,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
35255,24320,2019-05-07,20,Mochila Listrado,4,275,1100
35306,24362,2019-05-07,20,Pulseira,1,70,70
35307,24362,2019-05-07,20,Chinelo Liso,1,71,71
35363,24407,2019-05-07,20,Camisa Xadrez,1,105,105
35385,24427,2019-05-07,20,Camiseta Xadrez,2,200,400
35441,24468,2019-05-07,20,Cinto Listrado,2,214,428
35442,24468,2019-05-07,20,Cueca Liso,4,69,276
35443,24468,2019-05-07,20,Sapato Liso,2,368,736
35444,24468,2019-05-07,20,Mochila Liso,2,276,552
35513,24520,2019-05-07,20,Sapato Listrado,3,363,1089
35514,24520,2019-05-07,20,Polo Xadrez,2,142,284
