,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
15274,10483,2019-02-25,22,Calça Liso,1,190,190
15312,10510,2019-02-25,22,Terno Liso,1,720,720
15319,10514,2019-02-25,22,Relógio Liso,2,216,432
15398,10562,2019-02-25,22,Cueca,1,50,50
15399,10562,2019-02-25,22,Casaco Linho,3,299,897
15457,10607,2019-02-25,22,Cinto Xadrez,2,215,430
15458,10607,2019-02-25,22,Mochila Linho,1,311,311
15459,10607,2019-02-25,22,Tênis Listrado,1,262,262
15460,10607,2019-02-25,22,Terno Xadrez,3,709,2127
15509,10636,2019-02-25,22,Camisa Estampa,2,113,226
15510,10636,2019-02-25,22,Short Xadrez,1,100,100
