,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
7409,5054,2019-01-28,22,Chinelo Liso,1,71,71
7410,5054,2019-01-28,22,Camisa Linho,5,141,705
7419,5060,2019-01-28,22,Camisa Listrado,1,108,108
7507,5109,2019-01-28,22,Meia Liso,4,38,152
7557,5147,2019-01-28,22,Gorro Listrado,1,97,97
7565,5155,2019-01-28,22,Sunga Xadrez,2,116,232
7573,5165,2019-01-28,22,Chinelo Xadrez,2,66,132
7574,5165,2019-01-28,22,Short Listrado,1,102,102
7575,5165,2019-01-28,22,Pulseira Liso,5,87,435
7593,5179,2019-01-28,22,Relógio Estampa,2,219,438
7594,5179,2019-01-28,22,Chinelo Liso,1,71,71
7598,5182,2019-01-28,22,Sapato,2,350,700
7599,5182,2019-01-28,22,Cinto Liso,3,209,627
