,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
30741,21153,2019-04-21,22,Relógio Listrado,3,218,654
30742,21153,2019-04-21,22,Gorro Estampa,1,93,93
30743,21154,2019-04-21,22,Camisa Gola V Xadrez,1,107,107
30744,21154,2019-04-21,22,Mochila Listrado,3,275,825
30745,21154,2019-04-21,22,Short Linho,3,133,399
30751,21157,2019-04-21,22,Camisa Linho,2,141,282
30752,21157,2019-04-21,22,Polo Linho,1,176,176
30753,21157,2019-04-21,22,Cinto,2,200,400
30754,21157,2019-04-21,22,Calça Estampa,5,177,885
30777,21168,2019-04-21,22,Meia Liso,2,38,76
30811,21187,2019-04-21,22,Tênis Linho,4,294,1176
30812,21187,2019-04-21,22,Pulseira,1,70,70
30928,21271,2019-04-21,22,Relógio Estampa,1,219,219
30929,21271,2019-04-21,22,Casaco Estampa,2,256,512
30956,21288,2019-04-21,22,Polo Liso,5,137,685
30960,21293,2019-04-21,22,Cueca,2,50,100
30961,21293,2019-04-21,22,Meia,1,30,30
