,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
335,239,2019-01-03,22,Chinelo,1,60,60
336,239,2019-01-03,22,Polo Estampa,3,138,414
395,278,2019-01-03,22,Gorro Xadrez,3,85,255
396,278,2019-01-03,22,Camisa Gola V Listrado,2,116,232
454,320,2019-01-03,22,Casaco Liso,1,255,255
455,320,2019-01-03,22,Cinto Liso,2,209,418
456,320,2019-01-03,22,Bermuda Xadrez,1,155,155
463,326,2019-01-03,22,Terno,2,700,1400
464,326,2019-01-03,22,Gorro,2,80,160
479,334,2019-01-03,22,Camiseta Listrado,3,197,591
480,334,2019-01-03,22,Gorro Liso,4,92,368
491,344,2019-01-03,22,Bermuda,1,150,150
499,351,2019-01-03,22,Meia Estampa,4,50,200
563,391,2019-01-03,22,Terno Linho,2,750,1500
564,391,2019-01-03,22,Camisa Estampa,1,113,113
565,391,2019-01-03,22,Calça Estampa,2,177,354
566,391,2019-01-03,22,Mochila Listrado,2,275,550
567,391,2019-01-03,22,Sunga Linho,1,149,149
568,391,2019-01-03,22,Polo Xadrez,1,142,142
