,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
22289,15373,2019-03-22,22,Camiseta Listrado,1,197,197
22290,15373,2019-03-22,22,Cinto Xadrez,1,215,215
22291,15373,2019-03-22,22,Pulseira Linho,1,114,114
22305,15382,2019-03-22,22,Mochila Estampa,2,277,554
22306,15382,2019-03-22,22,Sapato Xadrez,1,368,368
22333,15403,2019-03-22,22,Relógio Liso,2,216,432
22334,15403,2019-03-22,22,Chinelo Estampa,1,74,74
22335,15403,2019-03-22,22,Sunga,2,100,200
22383,15434,2019-03-22,22,Chinelo Xadrez,1,66,66
22387,15437,2019-03-22,22,Meia Estampa,1,50,50
22388,15437,2019-03-22,22,Camisa Gola V,3,100,300
22389,15437,2019-03-22,22,Relógio Estampa,3,219,657
22391,15439,2019-03-22,22,Cueca Xadrez,1,60,60
22535,15547,2019-03-22,22,Chinelo Estampa,2,74,148
22554,15563,2019-03-22,22,Gorro Linho,1,124,124
22555,15563,2019-03-22,22,Casaco Listrado,3,269,807
22556,15563,2019-03-22,22,Polo Linho,3,176,528
