,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
59511,41136,2019-08-01,22,Chinelo Liso,1,71,71
59512,41136,2019-08-01,22,Polo Liso,2,137,274
59513,41136,2019-08-01,22,Bermuda,2,150,300
59564,41172,2019-08-01,22,Tênis Linho,2,294,588
59620,41216,2019-08-01,22,Camisa Listrado,1,108,108
59647,41230,2019-08-01,22,Cueca Xadrez,2,60,120
59699,41263,2019-08-01,22,Chinelo Xadrez,1,66,66
59737,41284,2019-08-01,22,Calça Estampa,3,177,531
59738,41284,2019-08-01,22,Sunga Listrado,2,114,228
59756,41299,2019-08-01,22,Relógio,1,200,200
59757,41299,2019-08-01,22,Short,5,90,450
59758,41299,2019-08-01,22,Camisa Gola V Linho,2,145,290
59759,41299,2019-08-01,22,Relógio,1,200,200
59760,41299,2019-08-01,22,Bermuda Linho,3,195,585
59761,41300,2019-08-01,22,Pulseira,5,70,350
59762,41300,2019-08-01,22,Cueca Listrado,4,67,268
