,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
31875,21925,2019-04-25,2,Sunga Estampa,1,120,120
31876,21925,2019-04-25,2,Gorro Linho,2,124,248
31899,21941,2019-04-25,2,Relógio Estampa,5,219,1095
31900,21941,2019-04-25,2,Camiseta Listrado,1,197,197
31901,21944,2019-04-25,2,Camiseta Liso,1,187,187
31902,21944,2019-04-25,2,Camisa Liso,1,105,105
31903,21944,2019-04-25,2,Camiseta Xadrez,1,200,200
32023,22034,2019-04-25,2,Mochila Liso,3,276,828
32024,22034,2019-04-25,2,Sunga,2,100,200
32025,22034,2019-04-25,2,Meia Xadrez,1,41,41
32042,22050,2019-04-25,2,Bermuda Liso,1,157,157
32043,22050,2019-04-25,2,Polo Estampa,1,138,138
32044,22050,2019-04-25,2,Pulseira Xadrez,2,87,174
32086,22074,2019-04-25,2,Sapato,1,350,350
32087,22074,2019-04-25,2,Mochila Linho,2,311,622
32133,22110,2019-04-25,2,Camiseta Liso,1,187,187
32147,22118,2019-04-25,2,Bermuda Estampa,3,169,507
