,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
80673,56002,2019-10-15,2,Tênis Estampa,2,256,512
80748,56052,2019-10-15,2,Sapato,4,350,1400
80749,56052,2019-10-15,2,Short Linho,3,133,399
80753,56056,2019-10-15,2,Cueca,1,50,50
80757,56060,2019-10-15,2,Cinto Linho,1,248,248
80788,56086,2019-10-15,2,Mochila Xadrez,2,283,566
80842,56126,2019-10-15,2,Relógio Xadrez,1,214,214
80843,56126,2019-10-15,2,Calça Linho,5,211,1055
80844,56126,2019-10-15,2,Calça Listrado,3,181,543
80845,56126,2019-10-15,2,Camiseta Xadrez,1,200,200
80862,56140,2019-10-15,2,Pulseira Liso,4,87,348
80863,56140,2019-10-15,2,Camiseta Listrado,1,197,197
80864,56140,2019-10-15,2,Polo Estampa,1,138,138
80871,56144,2019-10-15,2,Camiseta,1,180,180
80872,56144,2019-10-15,2,Casaco Liso,2,255,510
80894,56170,2019-10-15,2,Relógio Linho,1,240,240
80921,56187,2019-10-15,2,Terno Listrado,1,709,709
