,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
40914,28185,2019-05-27,2,Mochila Listrado,1,275,275
40950,28206,2019-05-27,2,Cueca Linho,5,93,465
40951,28206,2019-05-27,2,Calça Listrado,1,181,181
40952,28206,2019-05-27,2,Sapato Liso,1,368,368
40953,28206,2019-05-27,2,Sunga Liso,1,114,114
40954,28209,2019-05-27,2,Bermuda Liso,2,157,314
40955,28209,2019-05-27,2,Camisa Gola V Listrado,1,116,116
40960,28212,2019-05-27,2,Casaco Liso,1,255,255
40961,28212,2019-05-27,2,Camisa Gola V Liso,5,118,590
41123,28328,2019-05-27,2,Bermuda Liso,3,157,471
41165,28355,2019-05-27,2,Mochila Estampa,2,277,554
41166,28355,2019-05-27,2,Camisa Gola V Liso,1,118,118
41167,28355,2019-05-27,2,Cueca Listrado,3,67,201
