,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
70813,49053,2019-09-10,2,Camiseta Listrado,1,197,197
70816,49056,2019-09-10,2,Cueca Xadrez,1,60,60
70817,49056,2019-09-10,2,Calça Listrado,2,181,362
70818,49056,2019-09-10,2,Gorro Listrado,3,97,291
70819,49056,2019-09-10,2,Mochila Linho,1,311,311
70834,49067,2019-09-10,2,Terno Liso,4,720,2880
70835,49067,2019-09-10,2,Chinelo,1,60,60
70943,49141,2019-09-10,2,Terno,5,700,3500
70944,49141,2019-09-10,2,Tênis Linho,1,294,294
70953,49149,2019-09-10,2,Chinelo Estampa,5,74,370
70975,49164,2019-09-10,2,Chinelo Linho,1,105,105
70976,49164,2019-09-10,2,Cueca Liso,2,69,138
70977,49164,2019-09-10,2,Camiseta Linho,1,223,223
70978,49164,2019-09-10,2,Relógio Listrado,3,218,654
70980,49166,2019-09-10,2,Gorro Liso,2,92,184
70981,49166,2019-09-10,2,Relógio Xadrez,3,214,642
70982,49166,2019-09-10,2,Sapato Linho,1,391,391
70983,49167,2019-09-10,2,Meia,1,30,30
70984,49167,2019-09-10,2,Cinto Xadrez,3,215,645
70994,49175,2019-09-10,2,Calça Xadrez,2,185,370
71034,49208,2019-09-10,2,Camisa Liso,1,105,105
