,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
76168,52793,2019-09-29,2,Sunga Listrado,1,114,114
76169,52793,2019-09-29,2,Polo Estampa,5,138,690
76268,52861,2019-09-29,2,Cinto,3,200,600
76269,52861,2019-09-29,2,Sapato Liso,1,368,368
76270,52861,2019-09-29,2,Meia Liso,3,38,114
76312,52887,2019-09-29,2,Short Liso,3,108,324
76313,52887,2019-09-29,2,Cinto Xadrez,3,215,645
76326,52895,2019-09-29,2,Camiseta Liso,4,187,748
76337,52902,2019-09-29,2,Camisa Gola V Linho,2,145,290
76338,52902,2019-09-29,2,Mochila Linho,2,311,622
76394,52938,2019-09-29,2,Gorro Linho,1,124,124
76400,52942,2019-09-29,2,Camisa Xadrez,5,105,525
