,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
43483,29947,2019-06-05,2,Camiseta Estampa,2,196,392
43529,29968,2019-06-05,2,Casaco Liso,1,255,255
43530,29968,2019-06-05,2,Pulseira Estampa,2,87,174
43531,29968,2019-06-05,2,Terno Estampa,3,706,2118
43567,29992,2019-06-05,2,Gorro Listrado,1,97,97
43571,30000,2019-06-05,2,Short Xadrez,2,100,200
43574,30004,2019-06-05,2,Camisa Gola V Listrado,1,116,116
43575,30004,2019-06-05,2,Sapato Liso,3,368,1104
43652,30063,2019-06-05,2,Tênis Listrado,4,262,1048
43658,30066,2019-06-05,2,Terno Xadrez,2,709,1418
43659,30066,2019-06-05,2,Meia Estampa,2,50,100
43699,30085,2019-06-05,2,Cinto Listrado,2,214,428
43700,30085,2019-06-05,2,Camisa Listrado,3,108,324
