,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
50535,34866,2019-06-30,21,Bermuda Xadrez,1,155,155
50536,34866,2019-06-30,21,Terno,2,700,1400
50537,34866,2019-06-30,21,Casaco Estampa,1,256,256
50552,34876,2019-06-30,21,Camisa Gola V Xadrez,2,107,214
50587,34904,2019-06-30,21,Polo Estampa,1,138,138
50592,34907,2019-06-30,21,Relógio Estampa,1,219,219
50605,34915,2019-06-30,21,Chinelo Xadrez,1,66,66
50606,34915,2019-06-30,21,Gorro Liso,2,92,184
50607,34915,2019-06-30,21,Cueca,1,50,50
50646,34944,2019-06-30,21,Sunga Liso,1,114,114
50657,34955,2019-06-30,21,Short Linho,1,133,133
50658,34955,2019-06-30,21,Calça,1,170,170
50659,34955,2019-06-30,21,Relógio,1,200,200
50660,34955,2019-06-30,21,Sapato Xadrez,4,368,1472
