,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
22060,15225,2019-03-21,21,Cinto Estampa,1,209,209
22061,15225,2019-03-21,21,Bermuda,1,150,150
22062,15225,2019-03-21,21,Casaco,5,250,1250
22063,15225,2019-03-21,21,Camisa Estampa,2,113,226
22064,15225,2019-03-21,21,Meia Linho,3,78,234
22065,15225,2019-03-21,21,Camisa,2,100,200
22070,15231,2019-03-21,21,Relógio Linho,1,240,240
22180,15307,2019-03-21,21,Camisa Linho,5,141,705
22181,15307,2019-03-21,21,Sunga Linho,2,149,298
22223,15334,2019-03-21,21,Cueca Xadrez,3,60,180
22224,15334,2019-03-21,21,Sunga Listrado,2,114,228
22255,15356,2019-03-21,21,Terno Liso,1,720,720
22256,15356,2019-03-21,21,Mochila Estampa,2,277,554
22276,15366,2019-03-21,21,Polo,5,130,650
22278,15368,2019-03-21,21,Camisa Liso,3,105,315
22279,15368,2019-03-21,21,Cueca,4,50,200
