,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
83539,57911,2019-10-25,21,Cinto Liso,1,209,209
83555,57921,2019-10-25,21,Polo Estampa,2,138,276
83556,57921,2019-10-25,21,Pulseira Listrado,1,79,79
83577,57936,2019-10-25,21,Bermuda Estampa,2,169,338
83587,57942,2019-10-25,21,Casaco Listrado,1,269,269
83602,57956,2019-10-25,21,Relógio Linho,1,240,240
83603,57956,2019-10-25,21,Relógio,1,200,200
83604,57956,2019-10-25,21,Camiseta Liso,3,187,561
83605,57956,2019-10-25,21,Short Xadrez,5,100,500
83607,57960,2019-10-25,21,Camiseta,3,180,540
83608,57960,2019-10-25,21,Casaco Xadrez,3,259,777
83624,57973,2019-10-25,21,Sunga,1,100,100
83625,57973,2019-10-25,21,Gorro Liso,1,92,92
83661,58009,2019-10-25,21,Bermuda Linho,4,195,780
83739,58064,2019-10-25,21,Terno Linho,2,750,1500
83740,58064,2019-10-25,21,Chinelo Linho,1,105,105
83755,58071,2019-10-25,21,Tênis Liso,1,266,266
