,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
11699,8102,2019-02-12,21,Chinelo Linho,2,105,210
11700,8102,2019-02-12,21,Casaco Linho,1,299,299
11701,8102,2019-02-12,21,Tênis Xadrez,1,259,259
11711,8111,2019-02-12,21,Gorro,1,80,80
11712,8111,2019-02-12,21,Chinelo Liso,5,71,355
11713,8111,2019-02-12,21,Mochila Listrado,5,275,1375
11779,8150,2019-02-12,21,Casaco Xadrez,1,259,259
11804,8167,2019-02-12,21,Cueca Estampa,4,66,264
11805,8167,2019-02-12,21,Sapato Xadrez,1,368,368
11806,8167,2019-02-12,21,Cueca Liso,1,69,69
11807,8167,2019-02-12,21,Calça Linho,4,211,844
11808,8168,2019-02-12,21,Camisa Linho,4,141,564
11809,8168,2019-02-12,21,Cueca Estampa,3,66,198
11810,8168,2019-02-12,21,Relógio Listrado,1,218,218
11823,8174,2019-02-12,21,Calça Liso,1,190,190
