,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
45407,31287,2019-06-12,21,Short Linho,1,133,133
45408,31287,2019-06-12,21,Bermuda Xadrez,3,155,465
45409,31287,2019-06-12,21,Mochila Listrado,3,275,825
45410,31287,2019-06-12,21,Bermuda Xadrez,1,155,155
45486,31340,2019-06-12,21,Pulseira Listrado,1,79,79
45500,31348,2019-06-12,21,Camisa Estampa,5,113,565
45501,31348,2019-06-12,21,Sapato Estampa,1,358,358
45537,31376,2019-06-12,21,Calça Estampa,4,177,708
45538,31376,2019-06-12,21,Gorro Liso,2,92,184
45564,31394,2019-06-12,21,Terno,1,700,700
45602,31421,2019-06-12,21,Relógio Estampa,3,219,657
45603,31421,2019-06-12,21,Cinto Estampa,2,209,418
45604,31421,2019-06-12,21,Chinelo Linho,3,105,315
45643,31445,2019-06-12,21,Sunga Xadrez,2,116,232
45644,31445,2019-06-12,21,Relógio Xadrez,2,214,428
45645,31445,2019-06-12,21,Camiseta,1,180,180
45646,31445,2019-06-12,21,Meia Listrado,2,37,74
45654,31452,2019-06-12,21,Terno,1,700,700
45655,31452,2019-06-12,21,Short Linho,4,133,532
