,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
42046,28946,2019-05-31,21,Casaco Liso,1,255,255
42047,28946,2019-05-31,21,Sunga Linho,5,149,745
42048,28946,2019-05-31,21,Chinelo Liso,1,71,71
42080,28966,2019-05-31,21,Pulseira Xadrez,2,87,174
42081,28966,2019-05-31,21,Gorro Liso,1,92,92
42082,28968,2019-05-31,21,Meia Estampa,1,50,50
42083,28968,2019-05-31,21,Gorro Xadrez,1,85,85
42092,28976,2019-05-31,21,Short Xadrez,3,100,300
42093,28976,2019-05-31,21,Calça Listrado,3,181,543
42115,28993,2019-05-31,21,Terno Liso,1,720,720
42116,28993,2019-05-31,21,Polo Listrado,5,149,745
42117,28993,2019-05-31,21,Casaco Liso,1,255,255
