,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
70596,48907,2019-09-09,19,Camisa Gola V Linho,1,145,145
70597,48907,2019-09-09,19,Sunga,1,100,100
70598,48907,2019-09-09,19,Polo Listrado,1,149,149
70637,48932,2019-09-09,19,Meia Estampa,5,50,250
70641,48937,2019-09-09,19,Terno Estampa,1,706,706
70682,48969,2019-09-09,19,Terno Linho,1,750,750
70683,48969,2019-09-09,19,Camisa Listrado,2,108,216
70684,48970,2019-09-09,19,Mochila Estampa,1,277,277
70748,49010,2019-09-09,19,Cueca Liso,3,69,207
70753,49014,2019-09-09,19,Chinelo Xadrez,5,66,330
