,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
76480,52999,2019-09-30,19,Sunga Linho,1,149,149
76521,53028,2019-09-30,19,Mochila Xadrez,3,283,849
76537,53036,2019-09-30,19,Bermuda Listrado,1,163,163
76567,53060,2019-09-30,19,Meia Estampa,1,50,50
76568,53060,2019-09-30,19,Terno Liso,1,720,720
76602,53084,2019-09-30,19,Chinelo Liso,4,71,284
76603,53084,2019-09-30,19,Tênis Xadrez,4,259,1036
76604,53084,2019-09-30,19,Pulseira Listrado,5,79,395
76611,53089,2019-09-30,19,Camisa Gola V Linho,3,145,435
76612,53089,2019-09-30,19,Camiseta Linho,5,223,1115
76613,53089,2019-09-30,19,Relógio Xadrez,1,214,214
76638,53104,2019-09-30,19,Sunga,1,100,100
76639,53104,2019-09-30,19,Tênis Liso,3,266,798
76640,53106,2019-09-30,19,Camisa Gola V Xadrez,1,107,107
76671,53129,2019-09-30,19,Bermuda Xadrez,1,155,155
76672,53129,2019-09-30,19,Short Estampa,2,96,192
76673,53129,2019-09-30,19,Cueca,5,50,250
76683,53135,2019-09-30,19,Meia Linho,1,78,78
76684,53135,2019-09-30,19,Tênis Estampa,2,256,512
76685,53135,2019-09-30,19,Camiseta Linho,2,223,446
