,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
3133,2115,2019-01-13,16,Casaco Liso,4,255,1020
3193,2152,2019-01-13,16,Chinelo Listrado,1,73,73
3194,2152,2019-01-13,16,Casaco Estampa,3,256,768
3195,2153,2019-01-13,16,Meia Xadrez,1,41,41
3234,2178,2019-01-13,16,Short,4,90,360
3269,2203,2019-01-13,16,Camiseta Listrado,1,197,197
3270,2203,2019-01-13,16,Short Estampa,1,96,96
3271,2203,2019-01-13,16,Mochila Linho,1,311,311
3272,2204,2019-01-13,16,Gorro,1,80,80
3273,2204,2019-01-13,16,Meia Linho,1,78,78
3274,2204,2019-01-13,16,Pulseira Listrado,2,79,158
3275,2204,2019-01-13,16,Polo Liso,5,137,685
3305,2224,2019-01-13,16,Camisa Gola V,1,100,100
3307,2227,2019-01-13,16,Terno,1,700,700
3375,2275,2019-01-13,16,Polo Liso,2,137,274
3380,2280,2019-01-13,16,Pulseira Xadrez,1,87,87
3386,2284,2019-01-13,16,Cinto Estampa,2,209,418
3387,2284,2019-01-13,16,Camiseta Liso,2,187,374
