,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
22005,15186,2019-03-21,16,Chinelo Liso,2,71,142
22006,15186,2019-03-21,16,Short Estampa,1,96,96
22007,15186,2019-03-21,16,Calça Xadrez,2,185,370
22050,15218,2019-03-21,16,Meia,2,30,60
22051,15218,2019-03-21,16,Casaco Listrado,1,269,269
22052,15220,2019-03-21,16,Pulseira Listrado,2,79,158
22053,15220,2019-03-21,16,Gorro Liso,1,92,92
22054,15220,2019-03-21,16,Cinto Linho,2,248,496
22055,15220,2019-03-21,16,Terno,3,700,2100
22083,15242,2019-03-21,16,Polo Estampa,5,138,690
22117,15260,2019-03-21,16,Cinto Estampa,1,209,209
22182,15308,2019-03-21,16,Short,2,90,180
22183,15308,2019-03-21,16,Chinelo Estampa,1,74,74
22184,15308,2019-03-21,16,Sunga Listrado,3,114,342
22194,15313,2019-03-21,16,Calça,4,170,680
22214,15328,2019-03-21,16,Short,1,90,90
22215,15328,2019-03-21,16,Cueca Linho,1,93,93
