,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
34727,23946,2019-05-05,16,Gorro Liso,1,92,92
34728,23946,2019-05-05,16,Camisa Listrado,4,108,432
34729,23946,2019-05-05,16,Pulseira Xadrez,3,87,261
34793,23992,2019-05-05,16,Short Liso,1,108,108
34794,23992,2019-05-05,16,Polo Xadrez,4,142,568
34795,23992,2019-05-05,16,Cueca Listrado,3,67,201
34796,23992,2019-05-05,16,Cueca,1,50,50
34843,24022,2019-05-05,16,Sapato Liso,3,368,1104
34862,24041,2019-05-05,16,Terno Xadrez,5,709,3545
34951,24101,2019-05-05,16,Sapato Listrado,3,363,1089
