,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
99043,68650,2019-12-19,16,Terno Liso,2,720,1440
99044,68650,2019-12-19,16,Sunga Estampa,1,120,120
99045,68650,2019-12-19,16,Polo Estampa,2,138,276
99095,68685,2019-12-19,16,Sunga Listrado,2,114,228
99096,68685,2019-12-19,16,Polo,2,130,260
99097,68685,2019-12-19,16,Bermuda Linho,1,195,195
99099,68689,2019-12-19,16,Sapato Liso,1,368,368
99100,68689,2019-12-19,16,Pulseira Linho,2,114,228
99148,68723,2019-12-19,16,Gorro,2,80,160
99235,68768,2019-12-19,16,Polo Linho,1,176,176
99236,68768,2019-12-19,16,Short,2,90,180
