,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
44324,30550,2019-06-08,16,Relógio Linho,2,240,480
44325,30550,2019-06-08,16,Tênis Listrado,5,262,1310
44327,30553,2019-06-08,16,Cinto Estampa,5,209,1045
44328,30553,2019-06-08,16,Sapato Listrado,1,363,363
44449,30631,2019-06-08,16,Bermuda Linho,1,195,195
44450,30631,2019-06-08,16,Mochila,3,270,810
44503,30670,2019-06-08,16,Terno Liso,5,720,3600
44504,30670,2019-06-08,16,Casaco Listrado,1,269,269
44508,30673,2019-06-08,16,Camisa Xadrez,2,105,210
44509,30673,2019-06-08,16,Bermuda Listrado,2,163,326
44513,30678,2019-06-08,16,Meia Xadrez,4,41,164
44545,30697,2019-06-08,16,Cueca Estampa,5,66,330
44546,30697,2019-06-08,16,Meia Xadrez,1,41,41
44547,30697,2019-06-08,16,Sunga Linho,1,149,149
