,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
88855,61497,2019-11-13,11,Casaco Linho,1,299,299
88935,61551,2019-11-13,11,Cinto,1,200,200
88981,61586,2019-11-13,11,Terno Listrado,3,709,2127
88999,61599,2019-11-13,11,Camisa Gola V Estampa,2,118,236
89000,61599,2019-11-13,11,Cinto Linho,4,248,992
89001,61599,2019-11-13,11,Tênis Estampa,2,256,512
89002,61599,2019-11-13,11,Relógio,1,200,200
89016,61609,2019-11-13,11,Chinelo Xadrez,5,66,330
89017,61609,2019-11-13,11,Chinelo Listrado,1,73,73
89018,61609,2019-11-13,11,Chinelo,2,60,120
89098,61673,2019-11-13,11,Relógio Linho,3,240,720
