,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
89117,61685,2019-11-14,11,Camiseta Linho,3,223,669
89132,61700,2019-11-14,11,Cueca Listrado,1,67,67
89133,61700,2019-11-14,11,Mochila Estampa,4,277,1108
89134,61700,2019-11-14,11,Casaco Estampa,5,256,1280
89141,61707,2019-11-14,11,Gorro Listrado,1,97,97
89142,61707,2019-11-14,11,Sunga Listrado,1,114,114
89193,61742,2019-11-14,11,Sapato Liso,4,368,1472
89194,61742,2019-11-14,11,Calça Xadrez,4,185,740
89208,61756,2019-11-14,11,Gorro Listrado,2,97,194
89209,61756,2019-11-14,11,Mochila Liso,1,276,276
89291,61819,2019-11-14,11,Cinto Estampa,1,209,209
89368,61877,2019-11-14,11,Camiseta Linho,1,223,223
89369,61877,2019-11-14,11,Sapato Xadrez,1,368,368
