,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
29628,20408,2019-04-17,11,Cueca Estampa,2,66,132
29629,20408,2019-04-17,11,Cueca,1,50,50
29630,20409,2019-04-17,11,Short Xadrez,2,100,200
29680,20454,2019-04-17,11,Camisa Gola V Liso,1,118,118
29681,20454,2019-04-17,11,Gorro Estampa,2,93,186
29682,20455,2019-04-17,11,Tênis Linho,3,294,882
29683,20455,2019-04-17,11,Meia Listrado,2,37,74
29710,20470,2019-04-17,11,Relógio Xadrez,1,214,214
29711,20470,2019-04-17,11,Pulseira Listrado,5,79,395
29784,20517,2019-04-17,11,Terno,1,700,700
29787,20520,2019-04-17,11,Casaco Listrado,1,269,269
29788,20520,2019-04-17,11,Sapato,3,350,1050
29789,20520,2019-04-17,11,Meia,3,30,90
29790,20520,2019-04-17,11,Polo Listrado,1,149,149
29791,20520,2019-04-17,11,Mochila Listrado,5,275,1375
