,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
8777,5997,2019-02-02,11,Short Listrado,1,102,102
8792,6008,2019-02-02,11,Camisa Liso,1,105,105
8793,6008,2019-02-02,11,Bermuda Xadrez,4,155,620
8794,6008,2019-02-02,11,Terno Linho,2,750,1500
8795,6008,2019-02-02,11,Cinto Estampa,3,209,627
8826,6032,2019-02-02,11,Cinto,4,200,800
8827,6032,2019-02-02,11,Cinto Linho,1,248,248
8828,6032,2019-02-02,11,Sapato Liso,3,368,1104
8829,6032,2019-02-02,11,Pulseira Listrado,5,79,395
8875,6069,2019-02-02,11,Terno Estampa,4,706,2824
8909,6092,2019-02-02,11,Cueca Listrado,4,67,268
8910,6092,2019-02-02,11,Polo Xadrez,2,142,284
8960,6136,2019-02-02,11,Casaco,4,250,1000
8961,6136,2019-02-02,11,Tênis Liso,2,266,532
8962,6136,2019-02-02,11,Polo Estampa,1,138,138
8968,6140,2019-02-02,11,Camisa Gola V Xadrez,4,107,428
8987,6153,2019-02-02,11,Meia Linho,5,78,390
8988,6153,2019-02-02,11,Camisa Gola V,1,100,100
8989,6153,2019-02-02,11,Relógio Liso,2,216,432
