,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
22322,15396,2019-03-22,11,Cinto Estampa,5,209,1045
22358,15415,2019-03-22,11,Gorro,2,80,160
22359,15415,2019-03-22,11,Cinto Liso,2,209,418
22360,15415,2019-03-22,11,Short Estampa,2,96,192
22392,15440,2019-03-22,11,Short Liso,1,108,108
22400,15450,2019-03-22,11,Gorro Estampa,1,93,93
22401,15450,2019-03-22,11,Polo Xadrez,4,142,568
22404,15453,2019-03-22,11,Polo Estampa,1,138,138
22405,15453,2019-03-22,11,Chinelo Liso,4,71,284
22406,15453,2019-03-22,11,Camisa Xadrez,3,105,315
22551,15561,2019-03-22,11,Bermuda Liso,1,157,157
22552,15561,2019-03-22,11,Casaco Xadrez,2,259,518
