,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
921,614,2019-01-05,11,Sunga Estampa,5,120,600
922,614,2019-01-05,11,Short Estampa,2,96,192
923,614,2019-01-05,11,Tênis Liso,4,266,1064
991,660,2019-01-05,11,Sapato Linho,2,391,782
992,660,2019-01-05,11,Pulseira Linho,1,114,114
993,660,2019-01-05,11,Gorro Linho,1,124,124
994,660,2019-01-05,11,Bermuda,1,150,150
1006,670,2019-01-05,11,Pulseira Xadrez,2,87,174
1016,678,2019-01-05,11,Calça Liso,1,190,190
1017,678,2019-01-05,11,Meia Linho,1,78,78
1018,678,2019-01-05,11,Tênis Estampa,3,256,768
1043,697,2019-01-05,11,Chinelo Linho,1,105,105
1068,714,2019-01-05,11,Bermuda Xadrez,1,155,155
1072,716,2019-01-05,11,Bermuda Listrado,4,163,652
1116,739,2019-01-05,11,Camisa Gola V Linho,4,145,580
1117,739,2019-01-05,11,Camisa Gola V Linho,1,145,145
1118,739,2019-01-05,11,Cinto,1,200,200
1119,739,2019-01-05,11,Calça Estampa,4,177,708
1123,744,2019-01-05,11,Polo Listrado,1,149,149
1124,744,2019-01-05,11,Cinto Liso,1,209,209
