,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
70018,48502,2019-09-07,11,Terno Listrado,2,709,1418
70019,48502,2019-09-07,11,Sapato Linho,1,391,391
70051,48525,2019-09-07,11,Mochila,2,270,540
70052,48525,2019-09-07,11,Sunga Listrado,1,114,114
70053,48525,2019-09-07,11,Casaco Xadrez,1,259,259
70054,48525,2019-09-07,11,Chinelo Listrado,2,73,146
70114,48567,2019-09-07,11,Sunga Xadrez,1,116,116
70115,48567,2019-09-07,11,Pulseira Linho,4,114,456
70116,48567,2019-09-07,11,Sapato Linho,1,391,391
70204,48633,2019-09-07,11,Bermuda Linho,3,195,585
70207,48635,2019-09-07,11,Camisa Gola V Xadrez,2,107,214
