,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
63736,44075,2019-08-16,11,Calça Listrado,2,181,362
63824,44137,2019-08-16,11,Camisa Estampa,3,113,339
63847,44152,2019-08-16,11,Meia Linho,1,78,78
63865,44164,2019-08-16,11,Tênis Estampa,5,256,1280
63866,44164,2019-08-16,11,Sunga Liso,3,114,342
63867,44164,2019-08-16,11,Chinelo Liso,1,71,71
63870,44167,2019-08-16,11,Casaco Listrado,1,269,269
63950,44211,2019-08-16,11,Tênis,4,250,1000
63972,44229,2019-08-16,11,Polo Xadrez,2,142,284
63996,44238,2019-08-16,11,Gorro Estampa,2,93,186
